headline,date,section,url,word_count
"Drone Strike Killed No. 2 in Al Qaeda, U.S. Officials Say",2012-06-06,World,http://www.nytimes.com/2012/06/06/world/asia/qaeda-deputy-killed-in-drone-strike-in-pakistan.html,1280
Evangelist for Al Qaeda Said to Be Killed,2012-06-06,World,http://rendezvous.blogs.nytimes.com/2012/06/06/evangelist-for-al-qaeda-said-to-be-killed/,803
Obama Heads West for Dollars and Thanks From Gay Supporters,2012-06-06,U.S.,http://thecaucus.blogs.nytimes.com/2012/06/06/obama-heads-west-for-dollars-and-thanks-from-gay-supporters/,942
"In New Delhi, Panetta Defends Drone Strikes in Pakistan",2012-06-06,World,http://india.blogs.nytimes.com/2012/06/06/u-s-defense-secretary-panetta-pushes-india-for-more/,836
News Roundup: Panetta Defends Drone Strikes in Pakistan; Courts India,2012-06-06,World,http://atwar.blogs.nytimes.com/2012/06/06/news-roundup-panetta-defends-drone-strikes-in-pakistan-courts-india/,220
Defense Chief Shrugs Off Objections to Drones,2012-06-07,World,http://www.nytimes.com/2012/06/07/world/asia/in-new-delhi-leon-e-panetta-defends-drone-strikes-in-pakistan.html,827
The Age of Unsatisfying Wars,2012-06-07,Opinion,http://www.nytimes.com/2012/06/07/opinion/the-age-of-unsatisfying-wars.html,748
The Age of Unsatisfying Wars,2012-06-07,Opinion,http://query.nytimes.com/gst/fullpage.html?res=9A0CE1D61630F934A35755C0A9649D8B63,775
"As Al Qaeda Loses a Leader, Its Power Shifts From Pakistan",2012-06-08,World,http://www.nytimes.com/2012/06/08/world/asia/al-qaeda-power-shifting-away-from-pakistan.html,1041
Criminal Inquiries Into National Securities Leaks Are Begun,2012-06-08,Washington; U.S.,http://www.nytimes.com/2012/06/09/us/politics/criminal-inquiries-into-national-securities-leaks-are-begun.html,1079
Wife of Al Qaeda Leader Praises Muslim Women for Role in Uprisings,2012-06-08,,http://thelede.blogs.nytimes.com/2012/06/08/wife-of-al-qaeda-leader-praises-muslim-women-for-role-in-uprisings/,543
"Briton There at Pakistan’s Birth Stays at 94, a Living Textbook",2012-06-09,World,http://www.nytimes.com/2012/06/09/world/asia/formidable-pakistan-school-losing-longtime-teacher.html,1330
Holder Directs U.S. Attorneys to Track Down Paths of Leaks,2012-06-09,U.S.,http://www.nytimes.com/2012/06/09/us/politics/holder-directs-us-attorneys-to-investigate-leaks.html,1063
Notions of Honor Color High-Stakes Haggling Over NATO Supply Routes,2012-06-09,World,http://www.nytimes.com/2012/06/09/world/asia/us-and-pakistan-in-high-stakes-haggle.html,981
"In a World of Complications, Obama Faces a Re-election Test",2012-06-18,World,http://www.nytimes.com/2012/06/18/world/obama-re-election-complicated-by-world-events.html,1185
Taliban Block Vaccinations in Pakistan,2012-06-19,World,http://www.nytimes.com/2012/06/19/world/asia/taliban-block-vaccinations-in-pakistan.html,692
The Perks of a Certain Address,2012-06-19,Opinion,http://bruni.blogs.nytimes.com/2012/06/19/the-perks-of-a-certain-address/,926
'Kidnapped' TV Crew Apparently Wasn't,2012-06-19,World,http://rendezvous.blogs.nytimes.com/2012/06/19/kidnapped-tv-crew-apparently-wasnt/,1020
London Theater Journal: Body Counts,2012-06-20,Arts,http://artsbeat.blogs.nytimes.com/2012/06/20/london-theater-journal-body-counts/,1350
Outlier Polls Are No Substitute for News,2012-06-20,U.S.,http://fivethirtyeight.blogs.nytimes.com/2012/06/20/outlier-polls-are-no-substitute-for-news/,1101
Militant Gets 20 Years in Prison for Bali Bombing,2012-06-22,World,http://www.nytimes.com/2012/06/22/world/asia/indonesian-militant-gets-20-years-in-prison-for-bali-bombing.html,396
Taliban and Vaccinations,2012-06-23,Opinion,http://www.nytimes.com/2012/06/23/opinion/taliban-and-vaccinations.html,119
A French Jester Who Trades in Hate,2012-06-24,Movies,http://www.nytimes.com/2012/06/24/movies/dieudonne-french-comic-behind-the-anti-semite.html,1302
Libya Democracy Clashes With Fervor for Jihad,2012-06-24,World,http://www.nytimes.com/2012/06/24/world/africa/libya-jihadis-offer-2-paths-democracy-or-militancy.html,1294
"In a Troubled Country, Still Time for High Society",2012-06-25,World,http://www.nytimes.com/2012/06/25/world/asia/in-a-troubled-country-still-time-for-high-society.html,1123
Military Expedition Into the Heart of Darkness,2012-06-26,Arts,http://www.nytimes.com/2012/06/26/arts/video-games/spec-ops-the-line-from-2k-games-makes-killing-personal.html,1124
"A Vindication, With a Legacy Still Unwritten",2012-06-29,U.S.,http://www.nytimes.com/2012/06/29/us/health-care-ruling-may-secure-obamas-place-in-history.html,1219
Hillary Clinton’s Last Tour as a Rock-Star Diplomat,2012-07-01,Magazine,http://www.nytimes.com/2012/07/01/magazine/hillary-clintons-last-tour-as-a-rock-star-diplomat.html,5474
"Insider’s View of Changes, From Outside",2012-07-01,Opinion,http://www.nytimes.com/2012/07/01/opinion/sunday/article-changes-are-shown-in-a-tool-created-by-outsiders.html,1057
"Crippled, Chaotic Pakistan",2012-07-02,Opinion,http://www.nytimes.com/2012/07/02/opinion/crippled-chaotic-pakistan.html,564
Clinton’s ‘Sorry’ to Pakistan Ends Barrier to NATO,2012-07-04,World,http://www.nytimes.com/2012/07/04/world/asia/pakistan-opens-afghan-routes-to-nato-after-us-apology.html,1253
Family Ties to Gambling Re-emerge in House Race,2012-07-04,U.S.,http://www.nytimes.com/2012/07/04/us/politics/john-tierneys-family-ties-re-emerge-in-house-race.html,783
NATO Supply Trucks From Pakistan Resume Trek to Afghanistan,2012-07-06,World,http://www.nytimes.com/2012/07/06/world/asia/nato-supply-trucks-from-pakistan-resume-trek-to-afghanistan.html,471
Elusive Enemies,2012-07-08,Books,http://www.nytimes.com/2012/07/08/books/review/books-about-the-pursuit-of-al-qaeda.html,1198
Atia Abawi and Conor Powell,2012-07-08,Fashion & Style,http://www.nytimes.com/2012/07/08/fashion/weddings/atia-abawi-conor-powell-weddings.html,571
"For the White House&#8217;s New Generation, It&#8217;s a Different World",2012-07-10,Books,http://www.nytimes.com/2012/07/10/books/the-obamians-by-james-mann.html,1502
C.I.A. Vaccine Ruse May Have Harmed the War on Polio,2012-07-10,Health,http://www.nytimes.com/2012/07/10/health/cia-vaccine-ruse-in-pakistan-may-have-harmed-polio-fight.html,1218
C.I.A. Vaccine Ruse May Have Harmed Pakistan's War on Polio,2012-07-10,World,http://india.blogs.nytimes.com/2012/07/10/c-i-a-vaccine-ruse-may-have-harmed-pakistans-war-on-polio/,168
Mitt's Summer Reading Assignment,2012-07-10,Opinion,http://campaignstops.blogs.nytimes.com/2012/07/10/mitts-summer-reading-assignment/,934
Guantánamo Prisoner Is Repatriated to Sudan,2012-07-12,World,http://www.nytimes.com/2012/07/12/world/africa/convicted-al-qaeda-member-is-transferred-from-guantanamo-to-sudan.html,521
House Panel Wants to Question Obama Aides,2012-07-13,U.S.,http://www.nytimes.com/2012/07/13/us/house-panel-wants-to-question-obama-aides.html,124
The Obama Doctrine,2012-07-15,Books,http://www.nytimes.com/2012/07/15/books/review/confront-and-conceal-by-david-sanger.html,1138
On the Line,2012-07-15,Books,http://www.nytimes.com/2012/07/15/books/review/gold-a-novel-by-chris-cleave.html,953
The Moral Case for Drones,2012-07-15,Sunday Review,http://www.nytimes.com/2012/07/15/sunday-review/the-moral-case-for-drones.html,1026
Unintended Endangerment (1 Letter),2012-07-17,Science,http://www.nytimes.com/2012/07/17/science/unintended-endangerment-1-letter.html,129
"Gunmen Attack U.N. Vehicle in Pakistan, Wounding Polio Doctor",2012-07-18,World,http://www.nytimes.com/2012/07/18/world/asia/gunmen-attack-un-polio-doctor-in-pakistan.html,515
Obama Picks Diplomats for Afghanistan and Pakistan,2012-07-18,World,http://www.nytimes.com/2012/07/18/world/asia/obama-picks-diplomats-for-afghanistan-and-pakistan.html,275
More Than Just a Running Mate,2012-07-19,Opinion,http://campaignstops.blogs.nytimes.com/2012/07/19/more-than-just-a-running-mate/,1307
The Power Of the Veep,2012-07-22,Opinion,http://query.nytimes.com/gst/fullpage.html?res=940CE3DE153EF931A15754C0A9649D8B63,1357
"A Week Abroad, With Pitfalls and Payoffs",2012-07-23,U.S.,http://www.nytimes.com/2012/07/23/us/politics/a-week-abroad-with-pitfalls-and-payoffs.html,696
Romney Goes After Obama on Defense Cuts and Information Leaks,2012-07-24,U.S.,http://thecaucus.blogs.nytimes.com/2012/07/24/romney-slams-obama-on-defense-cuts-and-leaks/,633
Romney Blasts Security Leaks as a Betrayal,2012-07-25,U.S.,http://www.nytimes.com/2012/07/25/us/politics/romney-blasts-security-leaks-as-an-obama-betrayal.html,1260
Al Qaeda Taking Deadly New Role in Syria’s Conflict,2012-07-25,World,http://www.nytimes.com/2012/07/25/world/middleeast/al-qaeda-insinuating-its-way-into-syrias-conflict.html,1424
The Candidates Talk Foreign Policy,2012-07-25,Opinion,http://www.nytimes.com/2012/07/25/opinion/the-candidates-talk-foreign-policy.html,694
The Early Word: Foreign Policy,2012-07-25,U.S.,http://thecaucus.blogs.nytimes.com/2012/07/25/the-early-word-foreign-policy/,420
"Anything Barack Can Do, Mitt Can Do Tougher",2012-07-25,Opinion,http://takingnote.blogs.nytimes.com/2012/07/25/anything-barack-can-do-mitt-can-do-tougher/,764
Dick Cheney Sits for ABC News Interview,2012-07-27,U.S.,http://thecaucus.blogs.nytimes.com/2012/07/27/dick-cheney-sits-for-abc-news-interview/,271
The Frightening Things You Hear at a Black Hat Conference,2012-07-27,Technology,http://bits.blogs.nytimes.com/2012/07/27/the-frightening-things-you-hear-at-a-black-hat-conference/,1178
"Taking To Television: Easing Back Into Political Scene, Cheney Grants ABC Interview",2012-07-28,U.S.,http://query.nytimes.com/gst/fullpage.html?res=9F06E1DF1131F93BA15754C0A9649D8B63,289
Fall Films: More Bitter Pills Than Popcorn,2012-08-01,Movies,http://www.nytimes.com/2012/08/01/movies/fall-films-tackle-tough-politically-tinged-subjects.html,1142
Pakistan’s New Spy Chief Visits Washington at a Time of Frayed Relations,2012-08-01,World,http://www.nytimes.com/2012/08/01/world/asia/pakistans-new-isi-chief-is-an-enigma-in-the-west.html,1066
New Romney Ad Hits Obama on Layoffs After Auto Bailout,2012-08-01,U.S.,http://thecaucus.blogs.nytimes.com/2012/08/01/new-romney-ad-hits-obama-on-layoffs-after-auto-bailout/,444
Inquiry Into U.S. Leaks Is Casting Chill Over Coverage,2012-08-02,U.S.,http://www.nytimes.com/2012/08/02/us/national-security-leaks-lead-to-fbi-hunt-and-news-chill.html,1140
Raising a Future Olympian? What Are the Odds?,2012-08-05,Sports,http://www.nytimes.com/2012/08/05/sports/olympics/in-england-gambling-on-childrens-olympic-prospects.html,1102
The Leak Police,2012-08-06,Opinion,http://www.nytimes.com/2012/08/06/opinion/keller-the-leak-police.html,1727
"Mourning Victims, Sikhs Lament Being Mistaken for Radicals or Militants",2012-08-07,U.S.,http://www.nytimes.com/2012/08/07/us/sikhs-mourn-victims-and-lament-post-9-11-targeting.html,790
Women's Magazines Lead Overall Decline in Newsstand Sales,2012-08-07,Business,http://mediadecoder.blogs.nytimes.com/2012/08/07/womens-magazines-lead-overall-decline-in-newsstand-sales/,640
Germany: Criticism Over Man Suspected as Bin Laden Guard,2012-08-08,World,http://www.nytimes.com/2012/08/08/world/europe/germany-criticism-over-man-suspected-as-bin-laden-guard.html,138
Magazine Sales Decline On Newsstands by 10%,2012-08-08,Business,http://query.nytimes.com/gst/fullpage.html?res=9C02EEDC1139F93BA3575BC0A9649D8B63,659
Debate in Germany Over ‘Dangerous Jihadist’,2012-08-09,World,http://www.nytimes.com/2012/08/09/world/europe/debate-in-germany-over-dangerous-jihadist.html,581
Obama AWOL in Syria,2012-08-09,Opinion,http://www.nytimes.com/2012/08/09/opinion/kristof-obama-awol-in-syria.html,803
"Rebuking Critics of Leaks, Top Counterterrorism Adviser Seeks a Little Room",2012-08-09,U.S.,http://www.nytimes.com/2012/08/09/us/politics/counterterrorism-adviser-john-brennan-rebukes-critics-of-leaks.html,592
Live Updates: Romney Chooses Paul Ryan as Running Mate,2012-08-11,U.S.,http://thecaucus.blogs.nytimes.com/2012/08/11/live-updates-romney-chooses-paul-ryan-as-running-mate/,5845
"Can't Afford Foreign Aid, or Can't Afford to Cut It?",2012-08-15,Opinion,http://www.nytimes.com/roomfordebate/2012/08/15/cant-afford-foreign-aid-or-cant-afford-to-cut-it/,1669
Ex-Officers Attack Obama Over Leaks on Bin Laden Raid,2012-08-16,U.S.,http://www.nytimes.com/2012/08/16/us/politics/ex-military-and-cia-officers-attack-obama-over-bin-laden-leaks.html,923
The Early Word: Overwhelmed,2012-08-16,U.S.,http://thecaucus.blogs.nytimes.com/2012/08/16/the-early-word-overwhelmed/,292
Return of the Swift Boat,2012-08-16,Opinion,http://takingnote.blogs.nytimes.com/2012/08/16/return-of-the-swift-boat/,424
Imran Khan Must Be Doing Something Right,2012-08-19,Magazine,http://www.nytimes.com/2012/08/19/magazine/pakistans-imran-khan-must-be-doing-something-right.html,5597
Obama’s (Perceived) Transformation,2012-08-19,Opinion,http://www.nytimes.com/2012/08/19/opinion/sunday/coates-obamas-perceived-transformation.html,791
Book Will Describe Raid That Killed Bin Laden,2012-08-22,Business,http://mediadecoder.blogs.nytimes.com/2012/08/22/navy-seals-book-will-describe-raid-that-killed-bin-laden/,873
Fans Worry After Pakistan Twitter Star Goes Off Line,2012-08-23,World,http://www.nytimes.com/2012/08/23/world/asia/pakistan-twitter-star-goes-off-line-and-fans-worry.html,1215
Book to Give Commando's Account of Bin Laden Raid,2012-08-23,U.S.; Books,http://query.nytimes.com/gst/fullpage.html?res=9A01E3DD133AF930A1575BC0A9649D8B63,886
Author of Book on Bin Laden Raid Is Identified ,2012-08-23,Business,http://mediadecoder.blogs.nytimes.com/2012/08/23/fox-news-purports-to-identify-author-of-book-on-bin-laden-raid/,313
Ryan Blames Obama for Looming Defense Cuts,2012-08-23,U.S.,http://thecaucus.blogs.nytimes.com/2012/08/23/ryan-blames-looming-defense-cuts-on-obama/,892
Chronicler of Bin Laden Raid Is Unmasked,2012-08-24,Business Day,http://www.nytimes.com/2012/08/24/business/media/bin-laden-raids-firsthand-chronicler-is-unmasked.html,642
U.S. Special Operations Commander Cautions Against Exploiting 'Celebrity' Status,2012-08-24,Business,http://mediadecoder.blogs.nytimes.com/2012/08/24/u-s-special-operations-commander-cautions-against-exploiting-celebrity-status/,995
Should the President Deliver a Marine Citation in Person?,2012-08-27,Opinion,http://takingnote.blogs.nytimes.com/2012/08/27/would-presenting-a-marine-citation-help-president-obama/,280
"In a Post-9/11 City, a Person’s Language Can Be a Cause for Police Suspicion",2012-08-28,N.Y. / Region,http://www.nytimes.com/2012/08/28/nyregion/in-a-post-9-11-city-a-persons-language-can-be-a-cause-for-police-suspicion.html,775
Release of Book on Bin Laden Raid Is Moved Up a Week,2012-08-28,Business,http://mediadecoder.blogs.nytimes.com/2012/08/28/release-of-book-on-bin-laden-raid-is-moved-up-a-week/,388
Platform’s Sharp Turn to Right Has Conservatives Cheering,2012-08-29,U.S.,http://www.nytimes.com/2012/08/29/us/politics/republican-platform-takes-turn-to-right.html,1106
Bin Laden Book Release Moved Up,2012-08-29,U.S.; Books,http://query.nytimes.com/gst/fullpage.html?res=9A0DE7DC103DF93AA1575BC0A9649D8B63,407
The Breakfast Meeting: More Papers Cut and the Navy Seal Story Leaks Out,2012-08-29,Business,http://mediadecoder.blogs.nytimes.com/2012/08/29/the-breakfast-meeting-more-papers-cut-and-the-navy-seal-story-leaks-out/,380
Pre-Publication Disclosure of Dowd Column: A Breach of Two Boundaries,2012-08-29,Opinion,http://publiceditor.blogs.nytimes.com/2012/08/29/pre-publication-disclosure-of-dowd-column-a-breach-of-two-boundaries/,1001
Romney Tells Veterans That Obama 'Dodged the Tough Choices',2012-08-29,U.S.,http://thecaucus.blogs.nytimes.com/2012/08/29/romney-tells-veterans-that-obama-dodged-the-tough-choices/,945
"In College Town, Obama Jokes at G.O.P.’s Expense",2012-08-30,U.S.,http://www.nytimes.com/2012/08/30/us/politics/in-virginia-obama-attacks-romneys-positions.html,827
Book on Bin Laden Killing Contradicts U.S. Account,2012-08-30,U.S.,http://www.nytimes.com/2012/08/30/us/book-on-bin-laden-killing-contradicts-us-account.html,617
Account of Bin Laden's Death Is Thrown Into Question,2012-08-30,World,http://atwar.blogs.nytimes.com/2012/08/30/account-of-bin-ladens-death-is-thrown-into-question/,249
No Charges Filed on Harsh Tactics Used by the C.I.A.,2012-08-31,U.S.,http://www.nytimes.com/2012/08/31/us/holder-rules-out-prosecutions-in-cia-interrogations.html,1157
Romney Vows to Deliver Country From Economic Travails,2012-08-31,U.S.,http://www.nytimes.com/2012/08/31/us/politics/romney-vows-to-deliver-country-from-economic-travails.html,1187
Romney’s Speech to the Republican Convention,2012-08-31,U.S.,http://www.nytimes.com/2012/08/31/us/politics/romneys-speech-to-the-republican-convention.html,4118
"In Prudent Speech, Romney Seeks Role as Generic Republican",2012-08-31,U.S.,http://fivethirtyeight.blogs.nytimes.com/2012/08/31/in-prudent-speech-romney-seeks-role-as-generic-republican/,620
Navy Seals Embark on a Hellish Literary Adventure,2012-08-31,Arts,http://artsbeat.blogs.nytimes.com/2012/08/31/navy-seals-embark-on-a-hellish-literary-adventure/,449
Pentagon Threatens Legal Action Against SEAL Author,2012-09-01,U.S.,http://www.nytimes.com/2012/09/01/us/pentagon-threatens-legal-action-against-seal-author-matt-bissonnette.html,499
A Fictional SEAL Team On a Hellish Adventure,2012-09-01,Books; Arts,http://query.nytimes.com/gst/fullpage.html?res=9503E5DB153CF932A3575AC0A9649D8B63,467
Campaign References to Afghanistan Are Missing In Action,2012-09-02,World,http://rendezvous.blogs.nytimes.com/2012/09/02/references-to-afghanistan-are-missing-in-action/,1254
"A SEAL’s Own Story, Bin Laden and All",2012-09-03,Books,http://www.nytimes.com/2012/09/03/books/no-easy-day-by-mark-owen-with-kevin-maurer.html,1241
Account Says Navy Author Wrote Book After a Slight,2012-09-03,U.S.,http://www.nytimes.com/2012/09/03/us/bin-laden-books-navy-author-was-slighted-account-says.html,732
Inside The Times,2012-09-03,New York and Region,http://query.nytimes.com/gst/fullpage.html?res=9A04E2DB103CF930A3575AC0A9649D8B63,745
G.O.P. Seizes on a Question: Are You Better Off Than You Were 4 Years Ago?,2012-09-03,U.S.,http://thecaucus.blogs.nytimes.com/2012/09/03/g-o-p-seizes-on-a-question-are-you-better-off-than-you-were-4-years-ago/,967
Democrats Say U.S. Is Better Off Than Four Years Ago,2012-09-04,U.S.,http://www.nytimes.com/2012/09/04/us/politics/democrats-say-us-is-better-off-than-4-years-ago.html,1342
"At Democratic Convention, Eastwood Joke Is a Recurring One",2012-09-04,U.S.,http://thecaucus.blogs.nytimes.com/2012/09/04/at-democratic-convention-eastwood-joke-is-a-recurring-one/,179
Republicans Ask 'Are You Better Off?' and Many Reply 'Yes',2012-09-04,U.S.,http://thecaucus.blogs.nytimes.com/2012/09/04/republicans-ask-are-you-better-off-and-many-reply-yes/,653
Live Updates From the Democratic Convention,2012-09-04,U.S.,http://thecaucus.blogs.nytimes.com/2012/09/04/live-updates-from-the-democratic-national-convention/,4325
"A Pride of Literary Lions, Unleashed All at Once",2012-09-05,Books,http://www.nytimes.com/2012/09/05/books/tom-wolfe-ian-mcewan-and-j-k-rowling-among-fall-authors.html,1230
Pentagon Says Book Contains Classified Information,2012-09-05,U.S.,http://www.nytimes.com/2012/09/05/us/pentagon-says-book-contains-classified-information.html,117
Pitching In to Lock Up The 'Harold & Kumar' Vote,2012-09-05,Washington; U.S.; Movies,http://query.nytimes.com/gst/fullpage.html?res=9402E6DB163FF936A3575AC0A9649D8B63,228
Fact-Checking the Democratic Platform,2012-09-05,U.S.,http://thecaucus.blogs.nytimes.com/2012/09/05/fact-checking-the-democratic-platform/,1034
"Biden’s Speech Likely to Spotlight Strengths, or Foibles",2012-09-06,U.S.,http://www.nytimes.com/2012/09/06/us/politics/bidens-speech-likely-to-highlight-strengths-or-foibles.html,936
Obama’s First-Term Report Card,2012-09-06,Opinion,http://www.nytimes.com/2012/09/06/opinion/kristof-obamas-first-term-report-card.html,804
"4 Years Later, Scarred but Still Confident",2012-09-06,U.S.,http://www.nytimes.com/2012/09/06/us/politics/obama-seeking-re-election-asks-for-patience.html,2712
President Obama’s Prepared Remarks From the Democratic National Convention,2012-09-06,U.S.,http://www.nytimes.com/2012/09/06/us/politics/president-obamas-prepared-remarks-from-the-democratic-national-convention.html,4389
President Obama’s Full Remarks From the Democratic National Convention,2012-09-06,U.S.,http://www.nytimes.com/2012/09/06/us/politics/president-obamas-full-remarks-from-the-democratic-national-convention.html,5015
Live Updates From the Democratic Convention,2012-09-06,U.S.,http://thecaucus.blogs.nytimes.com/2012/09/06/live-updates-from-the-democratic-convention/,5454
Notes From the D.N.C.,2012-09-06,Opinion,http://takingnote.blogs.nytimes.com/2012/09/06/notes-from-the-d-n-c/,1009
Pakistan May Be Expelling Aid Group’s Foreign Staff,2012-09-07,World,http://www.nytimes.com/2012/09/07/world/asia/pakistan-expels-foreign-staff-members-of-save-the-children.html,794
President Obama’s Second Chance,2012-09-07,Opinion,http://www.nytimes.com/2012/09/07/opinion/mr-obamas-second-chance.html,799
Obama Makes Case for 2nd Term: ‘Harder’ Path to ‘Better Place’,2012-09-07,U.S.,http://www.nytimes.com/2012/09/07/us/politics/obama-in-democratic-convention-speech-asks-for-more-time.html,1551
Obama and Democrats Point to Foreign Policy Strength,2012-09-07,U.S.,http://www.nytimes.com/2012/09/07/us/politics/obama-and-democrats-point-to-foreign-policy-strength.html,826
Fire This Guy?,2012-09-07,Opinion,http://campaignstops.blogs.nytimes.com/2012/09/07/fire-this-guy/,893
Sept. 6: A Referendum or a Choice? ,2012-09-07,U.S.,http://fivethirtyeight.blogs.nytimes.com/2012/09/07/sept-6-a-referendum-or-a-choice/,1057
U.S. Blacklists Militant Haqqani Network,2012-09-08,World,http://www.nytimes.com/2012/09/08/world/asia/state-department-blacklists-militant-haqqani-network.html,860
Convention Pop Quiz,2012-09-08,Opinion,http://www.nytimes.com/2012/09/08/opinion/collins-convention-pop-quiz.html,679
The Weekend Word: It's Complicated,2012-09-08,U.S.,http://thecaucus.blogs.nytimes.com/2012/09/08/the-weekend-word-its-complicated/,550
December Release Schedule,2012-09-09,Movies,http://www.nytimes.com/2012/09/09/movies/december-release-schedule.html,1111
How Resilient Is Post-9/11 America?,2012-09-09,Sunday Review,http://www.nytimes.com/2012/09/09/sunday-review/how-resilient-is-post-9-11-america.html,1170
What's On Sunday,2012-09-09,New York and Region,http://query.nytimes.com/gst/fullpage.html?res=9806EEDD1E3FF93AA3575AC0A9649D8B63,689
Taliban Rages Over U.S. Decision on Terrorist Group,2012-09-09,World,http://rendezvous.blogs.nytimes.com/2012/09/09/taliban-rages-over-u-s-decision-on-terrorist-group/,1121
Ryan Defends His 'Yes' Vote on Automatic Defense Cuts,2012-09-09,U.S.,http://thecaucus.blogs.nytimes.com/2012/09/09/ryan-defends-his-yes-vote-on-automatic-defense-cuts/,642
"Corrections: September 10, 2012",2012-09-10,Corrections,http://www.nytimes.com/2012/09/10/pageoneplus/corrections-september-10-2012.html,501
"Romney, Easing, Says Health Law Isn’t All Bad",2012-09-10,U.S.,http://www.nytimes.com/2012/09/10/us/politics/romney-adopts-softer-tone-in-critique-of-obama.html,1036
Corrections,2012-09-10,Corrections; New York and Region,http://query.nytimes.com/gst/fullpage.html?res=9501E6D7173EF933A2575AC0A9649D8B63,66
Does Mitt Romney Deserve Credit for Bin Laden's Death?,2012-09-10,Opinion,http://takingnote.blogs.nytimes.com/2012/09/10/does-mitt-romney-deserve-credit-for-bin-ladens-death/,253
The Deafness Before the Storm,2012-09-11,Opinion,http://www.nytimes.com/2012/09/11/opinion/the-bush-white-house-was-deaf-to-9-11-warnings.html,1019
Nominees Leave Congressional Candidates to Stump Alone,2012-09-11,U.S.,http://www.nytimes.com/2012/09/11/us/politics/nominees-leave-congressional-candidates-to-stump-alone.html,444
Nominees Leave Congressional Candidates to Stump Alone,2012-09-11,Washington; U.S.,http://query.nytimes.com/gst/fullpage.html?res=9C0CE0DA123EF932A2575AC0A9649D8B63,447
"Eleven Years After 9/11, Afghanistan Still Matters",2012-09-11,World,http://atwar.blogs.nytimes.com/2012/09/11/eleven-years-after-911-afghanistan-still-matters/,951
CBS Adjusts Schedule to Account for Longer N.F.L. Games,2012-09-11,Business,http://mediadecoder.blogs.nytimes.com/2012/09/11/cbs-adjusts-schedule-to-account-for-longer-n-f-l-games/,431
Obscure Film Mocking Muslim Prophet Sparks Anti-U.S. Protests in Egypt and Libya,2012-09-11,,http://thelede.blogs.nytimes.com/2012/09/11/obscure-film-mocking-muslim-prophet-sparks-anti-u-s-protests-in-egypt-and-libya/,967
"After Criticism of His Convention Speech, Romney Thanks Nation’s Armed Forces",2012-09-12,U.S.,http://www.nytimes.com/2012/09/12/us/politics/after-criticism-romney-thanks-armed-forces.html,847
"Embracing Role as Surrogate, Clinton Hits Campaign Trail",2012-09-12,U.S.,http://www.nytimes.com/2012/09/12/us/politics/bill-clinton-hits-trail-as-surrogate-for-obama.html,907
Ryan Says Obama Leaks Led to Doctor's Sentence ,2012-09-12,U.S.,http://thecaucus.blogs.nytimes.com/2012/09/12/ryan-says-obama-leaks-led-to-doctors-sentence/,492
Ambassador's Murder in Libya Ignites American Civil Wars,2012-09-13,World,http://rendezvous.blogs.nytimes.com/2012/09/13/ambassadors-murder-in-libya-ignites-american-civil-wars/,771
Protests Stir Fears for Arab Spring,2012-09-13,World,http://rendezvous.blogs.nytimes.com/2012/09/13/protests-stir-fears-for-arab-spring/,574
Turmoil Over Contentious Video Spreads,2012-09-14,World,http://www.nytimes.com/2012/09/14/world/middleeast/mideast-turmoil-spreads-to-us-embassy-in-yemen.html,1141
Man of Many Names Is Tied to a Video,2012-09-14,U.S.,http://www.nytimes.com/2012/09/14/us/origins-of-provocative-video-are-shrouded.html,874
"In Libya, Chaos Was Followed by Organized Ambush, Official Says",2012-09-14,World,http://www.nytimes.com/2012/09/14/world/africa/libya-attacks-came-in-two-waves-official-says.html,1251
Updates on Protests Over Anti-Islam Film,2012-09-14,,http://thelede.blogs.nytimes.com/2012/09/14/updates-on-protests-over-anti-islam-film/,5835
Who Could Oppose a Jobs Bill for Veterans?,2012-09-14,Opinion,http://takingnote.blogs.nytimes.com/2012/09/14/who-could-oppose-a-jobs-bill-for-veterans/,462
"After Libya Attacks, Questions About Presidential Briefing Habits",2012-09-14,U.S.,http://thecaucus.blogs.nytimes.com/2012/09/14/after-libya-attacks-questions-about-presidential-briefing-habits/,1057
Poll Finds Obama Is Erasing Romney’s Edge on Economy,2012-09-15,U.S.,http://www.nytimes.com/2012/09/15/us/politics/obama-erases-romneys-edge-on-economy-poll-finds.html,1200
U.S. Is Preparing for a Long Siege of Arab Unrest,2012-09-16,World,http://www.nytimes.com/2012/09/16/world/middleeast/us-is-preparing-for-a-long-siege-of-arab-unrest.html,1612
"Role-Playing at the Range, Bin Laden in Their Sights",2012-09-16,U.S.,http://www.nytimes.com/2012/09/16/us/role-playing-at-the-range-bin-laden-in-their-sights.html,827
Neocons Slither Back,2012-09-16,Opinion,http://www.nytimes.com/2012/09/16/opinion/sunday/dowd-neocons-slither-back.html,830
Man Is Accused of Jihadist Plot to Bomb a Bar in Chicago,2012-09-16,U.S.,http://www.nytimes.com/2012/09/16/us/man-is-accused-of-jihadist-plot-to-bomb-chicago-bar.html,882
Inside the Times,2012-09-16,New York and Region,http://query.nytimes.com/gst/fullpage.html?res=9B01E5DF1031F935A2575AC0A9649D8B63,1496
Republicans vs. Veterans’ Jobs,2012-09-17,Opinion,http://www.nytimes.com/2012/09/17/opinion/republicans-vs-veterans-jobs.html,467
