headline,date,section,url,word_count
Bloggingheads:  Leave Afghanistan?,2011-05-13,Opinion,http://www.nytimes.com/video/opinion/100000000819124/bloggingheads-leave-afghanistan.html,20
Questions of Motives in Bombing in Pakistan,2011-05-14,World,http://www.nytimes.com/2011/05/14/world/asia/14bomb.html,706
Bin Laden Widows in Pakistan Questioned by C.I.A.,2011-05-14,World,http://www.nytimes.com/2011/05/14/world/asia/14widows.html,180
"Amid Impasse in Peace Negotiations, America’s Chief Middle East Envoy Resigns",2011-05-14,World,http://www.nytimes.com/2011/05/14/world/middleeast/14mitchell.html,841
A Defiant Qaddafi Says He Survived Attack,2011-05-14,World,http://www.nytimes.com/2011/05/14/world/africa/14libya.html,1082
"Denying Links to Militants, Pakistan’s Spy Chief Denounces U.S. Before Parliament",2011-05-14,World,http://www.nytimes.com/2011/05/14/world/asia/14pakistan.html,913
"Pornography Is Found in Bin Laden Compound Files, U.S. Officials Say",2011-05-14,World,http://www.nytimes.com/2011/05/14/world/asia/14binladen.html,617
Cities Nationwide Heighten Vigilance on Terror,2011-05-14,U.S.,http://www.nytimes.com/2011/05/14/us/14threat.html,1168
Pakistan After Bin Laden,2011-05-14,Opinion,http://www.nytimes.com/2011/05/14/opinion/14sat1.html,638
Inside The Times,2011-05-14,New York and Region,http://query.nytimes.com/gst/fullpage.html?res=9400E2DE173DF937A25756C0A9679D8B63,500
"Eat, Pray, Love, Rinse, Repeat",2011-05-15,Magazine,http://www.nytimes.com/2011/05/15/magazine/a-memoir-of-a-cameo-in-eat-pray-love.html,1843
Obama Shifts to Speed Oil and Gas Drilling in U.S.,2011-05-15,U.S.,http://www.nytimes.com/2011/05/15/us/politics/15address.html,1142
Laugh Lines,2011-05-15,Week in Review,http://www.nytimes.com/2011/05/15/weekinreview/15laugh.html,222
Bin Laden’s Family Tree,2011-05-15,Week in Review,http://www.nytimes.com/interactive/2011/05/15/weekinreview/bin-ladens-family-tree.html,0
Bin Laden as Patriarch,2011-05-15,Week in Review,http://www.nytimes.com/2011/05/15/weekinreview/15marsh.html,456
Chicago Trial May Unmask Pakistan’s Links to Militants,2011-05-15,World,http://www.nytimes.com/2011/05/15/world/asia/15headley.html,1436
"As Rift Deepens, Kerry Has a Warning for Pakistan",2011-05-15,U.S.,http://www.nytimes.com/2011/05/15/us/politics/15diplo.html,1197
Comparisons in Chief,2011-05-15,Week in Review,http://www.nytimes.com/2011/05/15/weekinreview/15president.html,1257
Florida Men Accused of Aiding Pakistani Taliban,2011-05-15,World,http://www.nytimes.com/2011/05/15/world/15taliban.html,952
Florida Men Accused of Supporting Pakistani Taliban,2011-05-15,U.S.,http://www.nytimes.com/2011/05/15/us/15taliban.html,1345
What Holbrooke Knew,2011-05-15,Opinion,http://www.nytimes.com/2011/05/15/opinion/15kristof.html,820
The Other Torture Debate,2011-05-15,Opinion,http://www.nytimes.com/2011/05/15/opinion/15pubed.html,1148
Corrections,2011-05-15,Corrections,http://www.nytimes.com/2011/05/15/pageoneplus/corrections.html,783
Bin Laden as Patriarch,2011-05-15,Week in Review; Books,http://query.nytimes.com/gst/fullpage.html?res=9F00EEDD173DF936A25756C0A9679D8B63,456
What's On Sunday,2011-05-15,New York and Region,http://query.nytimes.com/gst/fullpage.html?res=9B0CE1D7163DF936A25756C0A9679D8B63,796
The French Reaction to I.M.F. Chief's Arrest,2011-05-15,,http://thelede.blogs.nytimes.com/2011/05/15/the-french-reaction-to-i-m-f-chiefs-arrest/,863
How Drudge Has Stayed on Top,2011-05-16,Business Day,http://www.nytimes.com/2011/05/16/business/media/16carr.html,1143
"Afghanistan May Be Open to New Path, Kerry Says",2011-05-16,World,http://www.nytimes.com/2011/05/16/world/asia/16afghanistan.html,612
"Patience, Not Punishment, for Pakistan",2011-05-16,Opinion,http://www.nytimes.com/2011/05/16/opinion/16masood.html,697
Gay CNN Anchor Sees Risk in Book,2011-05-16,Business Day,http://www.nytimes.com/2011/05/16/business/media/16anchor.html,864
This Week in Small Business: Get Your Party Hats On!,2011-05-16,,http://boss.blogs.nytimes.com/2011/05/16/this-week-in-small-business-get-your-party-hats-on/,1488
Best Political Quotes of the Weekend,2011-05-16,U.S.,http://thecaucus.blogs.nytimes.com/2011/05/16/best-political-quotes-of-the-weekend-11/,753
Gunmen on Motorcycles Kill Saudi Diplomat in Pakistan,2011-05-17,World,http://www.nytimes.com/2011/05/17/world/asia/17pakistan.html,366
"Meeting With Pakistani Leaders, Kerry Seeks to Ease Anger Over Bin Laden Raid",2011-05-17,World,http://www.nytimes.com/2011/05/17/world/asia/17kerry.html,801
Party Love at Cirque de Cannes,2011-05-17,Movies,http://www.nytimes.com/2011/05/17/movies/a-party-for-robert-de-niro-and-one-with-kanye-west.html,1358
A Conflict Without End,2011-05-17,Opinion,http://www.nytimes.com/2011/05/17/opinion/17tue1.html,515
White House Stops Post-Speech Photo Ops,2011-05-17,Multimedia,http://lens.blogs.nytimes.com/2011/05/17/white-house-to-give-up-post-op-photo-ops/,1330
Santorum Says McCain ‘Doesn’t Understand’ Enhanced Interrogation,2011-05-17,,http://thecaucus.blogs.nytimes.com/2011/05/17/santorum-challenges-mccain-on-enhanced-interrogation/,156
Our Weekend Reading (and Watching and Listening),2011-05-17,Magazine,http://6thfloor.blogs.nytimes.com/2011/05/17/our-weekend-reading-and-watching-and-listening/,777
"Muslim World Is Unsure of Obama, Poll Finds",2011-05-17,,http://thecaucus.blogs.nytimes.com/2011/05/17/muslim-world-is-unsure-of-obama-poll-finds/,304
Pakistan’s Prime Minister Visits China,2011-05-18,World,http://www.nytimes.com/2011/05/18/world/asia/18gilani.html,501
Pakistan and NATO Trade Fire Near Afghan Border,2011-05-18,World,http://www.nytimes.com/2011/05/18/world/asia/18pakistan.html,1008
Bibi and Barack,2011-05-18,Opinion,http://www.nytimes.com/2011/05/18/opinion/18friedman.html,887
Adaptive Bombshells,2011-05-18,Magazine,http://6thfloor.blogs.nytimes.com/2011/05/18/adaptive-bombshells/,996
Checkpoint in Pakistan Is Stormed By Militants,2011-05-19,World,http://www.nytimes.com/2011/05/19/world/asia/19pakistan.html,589
Gates Says No Sign That Top Pakistanis Knew of Bin Laden,2011-05-19,World,http://www.nytimes.com/2011/05/19/world/asia/19pentagon.html,571
"In Message, Bin Laden Praised Arab Revolt",2011-05-19,World,http://www.nytimes.com/2011/05/19/world/middleeast/19binladen.html,537
Obama’s Middle East Speech Has Many American Audiences,2011-05-19,,http://thecaucus.blogs.nytimes.com/2011/05/19/obamas-middle-east-speech-has-many-american-audiences/,1030
Republicans Pounce on Obama’s Mideast Speech,2011-05-19,,http://thecaucus.blogs.nytimes.com/2011/05/19/obamas-mideast-speech-draws-republican-fire/,564
Guantánamo Detainee Had Worked as Qaeda Courier,2011-05-19,World,http://atwar.blogs.nytimes.com/2011/05/19/guantanamo-detainee-had-worked-as-qaeda-courier/,251
Obama’s Mideast Speech,2011-05-20,World,http://www.nytimes.com/2011/05/20/world/middleeast/20prexy-text.html,5694
Obama Sees ’67 Borders as Starting Point for Peace Deal,2011-05-20,World,http://www.nytimes.com/2011/05/20/world/middleeast/20speech.html,1231
China Gives Pakistan 50 Fighter Jets,2011-05-20,World,http://www.nytimes.com/2011/05/20/world/asia/20pakistan.html,701
Inside The Times,2011-05-20,New York and Region,http://query.nytimes.com/gst/fullpage.html?res=9E01EEDD103DF933A15756C0A9679D8B63,862
The Early Word: Netanyahu Arrives,2011-05-20,,http://thecaucus.blogs.nytimes.com/2011/05/20/the-early-word-netanyahu-arrives/,605
Summer 2011: Tracking Topics in the News,2011-05-20,U.S.,http://learning.blogs.nytimes.com/2011/05/20/summer-2011-tracking-topics-in-the-news/,2100
Courts Weigh Efforts to Guard Valor and Speech,2011-05-20,World,http://atwar.blogs.nytimes.com/2011/05/20/courts-weigh-efforts-to-guard-valor-and-speech/,1162
Obama Applauds C.I.A. for Bin Laden Raid,2011-05-20,,http://thecaucus.blogs.nytimes.com/2011/05/20/obama-praises-c-i-a-for-bin-laden-raid/,398
Pakistani Dies From Attack on U.S. Vehicles,2011-05-21,World,http://www.nytimes.com/2011/05/21/world/asia/21pakistan.html,591
Newspaper in Pakistan Publishes WikiLeaks Cables,2011-05-21,World,http://www.nytimes.com/2011/05/21/world/asia/21wikileaks.html,924
Obama Thanks the C.I.A. for Hunting Down Bin Laden,2011-05-21,World,http://www.nytimes.com/2011/05/21/world/middleeast/21binladen.html,414
Bin Laden Files Discuss Attacking Oil Tankers,2011-05-21,World,http://www.nytimes.com/2011/05/21/world/middleeast/21qaeda.html,208
A Summer to Simmer,2011-05-21,Opinion,http://www.nytimes.com/2011/05/21/opinion/21blow.html,984
Inside the List,2011-05-22,Books,http://www.nytimes.com/2011/05/22/books/review/InsideList-t.html,606
Jimmy Lai Animates the News,2011-05-22,Magazine,http://www.nytimes.com/2011/05/22/magazine/questions-for-jimmy-lai-asias-rupert-murdoch.html,760
A New York Jewish Girl Becomes an Islamist,2011-05-22,Books,http://www.nytimes.com/2011/05/22/books/review/book-review-the-convert-by-deborah-baker.html,1246
"Calm and Clamor, in Equal Measure",2011-05-22,Real Estate,http://www.nytimes.com/2011/05/22/realestate/calm-and-clamor-in-equal-measure-living-insheepshead-bay-brooklyn.html,1532
"Enter Laughing, From the Liberal Wing",2011-05-22,N.Y. / Region,http://www.nytimes.com/2011/05/22/nyregion/can-liberal-comics-tickle-the-right-funny-bone.html,951
‘I’m Just Another Guy Who Thinks He’s Smarter Than He Is’,2011-05-22,N.Y. / Region,http://www.nytimes.com/2011/05/22/nyregion/colin-quinns-long-story-short-coming-to-east-hampton.html,456
Oil Truck Explosion Kills at Least 15 in Pakistan,2011-05-22,World,http://www.nytimes.com/2011/05/22/world/asia/22pakistan.html,512
Half a Doctrine Will Have to Do,2011-05-22,Week in Review,http://www.nytimes.com/2011/05/22/weekinreview/22sanger.html,1216
Bin Laden’s Gone. Can My Son Come Home?,2011-05-22,Opinion,http://www.nytimes.com/2011/05/22/opinion/22lindh.html,866
Warnings of All-Out War in Fight Over Sudan Town,2011-05-23,World,http://www.nytimes.com/2011/05/23/world/africa/23sudan.html,1211
Gates Warns Against Big Cuts in Military Spending,2011-05-23,U.S.,http://www.nytimes.com/2011/05/23/us/politics/23gates.html,439
Militants Attack Pakistani Naval Base in Karachi,2011-05-23,World,http://www.nytimes.com/2011/05/23/world/asia/23pakistan.html,648
Pakistan’s Military Faces New Questions After Raid,2011-05-24,World,http://www.nytimes.com/2011/05/24/world/asia/24pakistan.html,1091
"Rebutting Afghan Spy Agency, Taliban Say Their Leader Isn’t Dead",2011-05-24,World,http://www.nytimes.com/2011/05/24/world/asia/24omar.html,851
Revisiting Notes From a Roommate Search Begun on 9/10/01,2011-05-24,Theater,http://www.nytimes.com/2011/05/24/theater/wtc-view-brian-sloans-911-play-at-59e59.html,844
Terror Trial Witness Ties Pakistan to 2008 Attacks,2011-05-24,World,http://www.nytimes.com/2011/05/24/world/asia/24headley.html,753
Attack on Naval Base Raises New Questions About Pakistan's Military,2011-05-24,Washington; World,http://www.nytimes.com/2011/05/24/world/asia/24pakistan.html,1091
"Rebutting Afghan Spy Agency, Taliban Say Their Leader Isn't Dead",2011-05-24,Washington; World,http://www.nytimes.com/2011/05/24/world/asia/24omar.html,851
Witness at Terror Trial Ties Pakistan to 2008 Attacks,2011-05-24,World,http://www.nytimes.com/2011/05/24/world/asia/24headley.html,753
Revisiting Notes From a Roommate Search Begun on 9/10/01,2011-05-24,Theater; Arts,http://www.nytimes.com/2011/05/24/theater/wtc-view-brian-sloans-911-play-at-59e59.html,861
Phrases We Love Too Much,2011-05-24,,http://topics.blogs.nytimes.com/2011/05/24/phrases-we-love-too-much-3/,1266
Explaining War to Our Children,2011-05-24,World,http://atwar.blogs.nytimes.com/2011/05/24/explaining-war-to-our-children/,1340
China Admits Its Technicians Were Held in Pakistan Base Attack,2011-05-25,World,http://www.nytimes.com/2011/05/25/world/asia/25china.html,286
Bomb Destroys Police Building in Pakistan,2011-05-25,World,http://www.nytimes.com/2011/05/25/world/middleeast/25pakistan.html,297
"Six Months After Midterm Disaster, Hopeful Signs for Democrats",2011-05-25,U.S.,http://fivethirtyeight.blogs.nytimes.com/2011/05/25/six-months-after-midterm-disaster-hopeful-signs-for-democrats/,936
Whose Eye? What Beholder?,2011-05-25,Multimedia,http://lens.blogs.nytimes.com/2011/05/25/whose-eye-what-beholder/,904
"A Year at War: The Chaos of War, Up Close",2011-05-25,World,http://atwar.blogs.nytimes.com/2011/05/25/a-year-at-war-the-chaos-of-war-up-close/,1272
Bigelow’s Film on Bin Laden Mission Is Planned for Next Year,2011-05-25,Arts,http://artsbeat.blogs.nytimes.com/2011/05/25/bigelows-film-on-bin-laden-mission-is-planned-for-next-year/,229
In Jam on Van Wyck? Try to Say It Right,2011-05-26,N.Y. / Region,http://www.nytimes.com/2011/05/26/nyregion/van-wyck-expressway-also-snarls-pronunciation.html,1058
Bigelow Plans Film On Bin Laden Mission,2011-05-26,Movies; Arts,http://query.nytimes.com/gst/fullpage.html?res=9C05E2D9123AF935A15756C0A9679D8B63,249
White House Looks to Cast Obama as ‘Tough’,2011-05-26,,http://thecaucus.blogs.nytimes.com/2011/05/26/white-house-looks-to-cast-obama-as-tough/,268
Serbia Says Jailed Mladic Will Face War Crimes Trial,2011-05-27,World,http://www.nytimes.com/2011/05/27/world/europe/27ratko-mladic.html,1554
Pakistani Town Struck by Suicide Bombing,2011-05-27,World,http://www.nytimes.com/2011/05/27/world/asia/27pakistan.html,203
"U.S. Has Held Meetings With Aide to Taliban Leader, Officials Say",2011-05-27,World,http://www.nytimes.com/2011/05/27/world/asia/27taliban.html,1058
Pakistan and China: Two Friends Hit a Bump,2011-05-27,World,http://www.nytimes.com/2011/05/27/world/asia/27beijing.html,585
Signs That Bin Laden Weighed Seeking Pakistani Protection,2011-05-27,World,http://www.nytimes.com/2011/05/27/world/middleeast/27binladen.html,632
"John Delaney, Founder of Intrade, Dies at 42",2011-05-27,Business Day,http://www.nytimes.com/2011/05/27/business/27delaney.html,656
Bachmann Plans Iowa Announcement,2011-05-27,,http://thecaucus.blogs.nytimes.com/2011/05/27/bachmann-plans-iowa-announcement/,423
Summer 2011 on The Learning Network,2011-05-27,U.S.,http://learning.blogs.nytimes.com/2011/05/27/summer-2011-on-the-learning-network/,493
"In Tense Post-Bin Laden Trip to Pakistan, Clinton Seeks Firm Action on Extremists",2011-05-28,World,http://www.nytimes.com/2011/05/28/world/asia/28diplo.html,880
8 Die in Bombing of Pakistan Restaurant,2011-05-29,World,http://www.nytimes.com/2011/05/29/world/asia/29pakistan.html,431
Laugh Lines,2011-05-29,Week in Review,http://www.nytimes.com/2011/05/29/weekinreview/29laugh.html,196
Justice Stevens Is Off the Bench but Not Out of Opinions,2011-05-31,U.S.,http://www.nytimes.com/2011/05/31/us/31bar.html,915
Former Pakistani Navy Commando Arrested in Sweep for Attack Suspects,2011-05-31,World,http://www.nytimes.com/2011/05/31/world/asia/31pakistan.html,308
Obama Wraps Up Reshaping of National Security Team,2011-05-31,U.S.,http://www.nytimes.com/2011/05/31/us/politics/31military.html,962
Homecoming for a Veteran of the ‘Secret War’ in Southeast Asia,2011-05-31,World,http://atwar.blogs.nytimes.com/2011/05/31/homecoming-for-a-veteran-of-the-secret-war-in-southeast-asia/,1451
"Year-End Roundup | Social Studies, History, Geography and Civics",2011-05-31,U.S.,http://learning.blogs.nytimes.com/2011/05/31/year-end-round-up-social-studies-history-geography-and-civics-2/,865
Karzai Gives ‘Last’ Warning to NATO on Airstrikes,2011-06-01,World,http://www.nytimes.com/2011/06/01/world/asia/01afghanistan.html,1042
Pakistani Journalist Who Covered Security and Terrorism Is Found Dead,2011-06-01,World,http://www.nytimes.com/2011/06/01/world/asia/01pakistan.html,951
India and Pakistan Fail to Resolve Glacier Dispute at Talks,2011-06-01,World,http://www.nytimes.com/2011/06/01/world/asia/01india.html,762
The Bin Laden Decade,2011-06-01,Opinion,http://www.nytimes.com/2011/06/01/opinion/01friedman.html,875
Photographing Presidential Broadcasts,2011-06-01,Multimedia,http://lens.blogs.nytimes.com/2011/06/01/photographing-presidential-broadcasts/,621
Afghan Militants Attack on Border With Pakistan,2011-06-02,World,http://www.nytimes.com/2011/06/02/world/asia/02pakistan.html,310
Syed Saleem Shahzad’s Courage,2011-06-02,Opinion,http://www.nytimes.com/2011/06/02/opinion/02thu3.html,348
"Blagojevich, on Stand, Replies ‘Yes,’ He’s a Liar",2011-06-03,U.S.,http://www.nytimes.com/2011/06/03/us/politics/03blago.html,357
What Do Economic Models Really Tell Us About Elections?,2011-06-03,U.S.,http://fivethirtyeight.blogs.nytimes.com/2011/06/03/what-do-economic-models-really-tell-us-about-elections/,2242
Al Qaeda Urges Attacks in West,2011-06-04,World,http://www.nytimes.com/2011/06/04/world/04qaeda.html,152
Jobless Rate Not Enough To Predict Election Result,2011-06-04,U.S.,http://query.nytimes.com/gst/fullpage.html?res=9803E5DD1F3DF937A35755C0A9679D8B63,2292
A Theory of Conspiracy Theories,2011-06-05,Magazine,http://www.nytimes.com/2011/06/05/magazine/a-theory-of-conspiracy-theories.html,1185
Richard North Patterson’s Al Qaeda Thriller,2011-06-05,Books,http://www.nytimes.com/2011/06/05/books/review/book-review-the-devils-light-by-richard-north-patterson.html,614
Viagra: The Thrill That Was,2011-06-05,Fashion & Style,http://www.nytimes.com/2011/06/05/fashion/viagra-the-thrill-that-was-cultural-studies.html,1359
"In Afghanistan, Gates Stresses U.S. Is Committed to the Fight",2011-06-05,World,http://www.nytimes.com/2011/06/05/world/asia/05gates.html,512
Pakistani Militant Chief Is Reported Dead,2011-06-05,World,http://www.nytimes.com/2011/06/05/world/asia/05kashmiri.html,793
Should (Could) America and Pakistan’s Bond Be Broken?,2011-06-05,Week in Review,http://www.nytimes.com/2011/06/05/weekinreview/05pakistan.html,1252
Choosing Words: How Careful Is Too Careful?,2011-06-05,Opinion,http://www.nytimes.com/2011/06/05/opinion/05pubedlet.html,1029
Steeper Pullout Is Raised as Option for Afghanistan,2011-06-06,World,http://www.nytimes.com/2011/06/06/world/asia/06gates.html,1149
Romney’s Primary Task: Pitching Pragmatism,2011-06-06,U.S.,http://www.nytimes.com/2011/06/06/us/politics/06caucus.html,844
Afghan Aide Voices Concern About Possibility of Expedited U.S. Withdrawal,2011-06-06,World,http://www.nytimes.com/2011/06/06/world/asia/06kabul.html,383
The Early Word: Drawdown,2011-06-06,,http://thecaucus.blogs.nytimes.com/2011/06/06/the-early-word-drawdown/,436
Sentence of the Month: May,2011-06-06,Magazine,http://6thfloor.blogs.nytimes.com/2011/06/06/sentence-of-the-month-may/,369
The 10-Word Question That Could Cost Obama the Election,2011-06-06,U.S.,http://fivethirtyeight.blogs.nytimes.com/2011/06/06/the-ten-word-question-that-could-cost-obama-the-election/,1467
Public Opinion on the Wars? New Polls Offer Conflicting Evidence,2011-06-07,World,http://atwar.blogs.nytimes.com/2011/06/07/public-opinion-on-the-wars-new-polls-offer-conflicting-evidence/,344
Separate Sanctions Urged for Al Qaeda and Taliban,2011-06-08,World,http://www.nytimes.com/2011/06/08/world/asia/08afghanistan.html,865
A Witness Overshadows a Terrorism Defendant,2011-06-08,World,http://www.nytimes.com/2011/06/08/world/asia/08headley.html,856
Poll: Most Say Palin Shouldn’t Run for President,2011-06-08,,http://thecaucus.blogs.nytimes.com/2011/06/08/poll-most-say-palin-shouldnt-run-for-president/,357
"Drone Strikes Kill 20 in Pakistan, Reports Say",2011-06-09,World,http://www.nytimes.com/2011/06/09/world/asia/09pakistan.html,282
Qaeda No. 2 Delivers Video Eulogy to Bin Laden,2011-06-09,World,http://www.nytimes.com/2011/06/09/world/asia/09zawahri.html,505
Weiner Scandal Is a Case of Bad Timing for Democrats,2011-06-09,,http://thecaucus.blogs.nytimes.com/2011/06/09/weiner-scandal-is-a-case-of-bad-timing-for-democrats/,743
Live Blog: The Panetta Confirmation Hearing,2011-06-09,,http://thecaucus.blogs.nytimes.com/2011/06/09/live-blog-the-panetta-confirmation-hearing/,2721
More From the Bin Ladens’ American Confidante,2011-06-09,Magazine,http://6thfloor.blogs.nytimes.com/2011/06/09/more-from-the-bin-ladens-american-confidante/,676
Panetta Demurs on Troop Drawdown in Afghanistan,2011-06-10,U.S.,http://www.nytimes.com/2011/06/10/us/politics/10panetta.html,1068
Director of National Counterterrorism Center Is Resigning,2011-06-10,U.S.,http://www.nytimes.com/2011/06/10/us/politics/10leiter.html,576
Split Verdicts for Man Accused of Terrorism,2011-06-10,World,http://www.nytimes.com/2011/06/10/world/asia/10headley.html,452
"Serving Pop Stars, but on a Skewer",2011-06-12,Arts,http://www.nytimes.com/2011/06/12/arts/music/weird-al-yankovics-album-alpocalypse.html,1684
The Bin Ladens’ American Confidante,2011-06-12,Magazine,http://www.nytimes.com/2011/06/12/magazine/the-bin-ladens-american-confidante.html,769
Entering Darkness,2011-06-12,Magazine,http://www.nytimes.com/2011/06/12/magazine/entering-darkness.html,2280
Somalis Kill Mastermind of 2 U.S. Embassy Bombings,2011-06-12,World,http://www.nytimes.com/2011/06/12/world/africa/12somalia.html,1204
C.I.A. Director Warns Pakistan on Collusion With Militants,2011-06-12,World,http://www.nytimes.com/2011/06/12/world/asia/12pakistan.html,667
Bombings Kill Dozens in Pakistan,2011-06-12,World,http://www.nytimes.com/2011/06/12/world/asia/12peshawar.html,304
"Afghan Taliban Cede Ground in the South, but Fears Linger",2011-06-12,World,http://www.nytimes.com/2011/06/12/world/asia/12helmand.html,1185
Clinton Honors Embassy Bombing Victims,2011-06-13,World,http://www.nytimes.com/2011/06/13/world/africa/13somalia.html,362
Convicted Militant Seeks Retrial in ’95 Case,2011-06-13,N.Y. / Region,http://www.nytimes.com/2011/06/13/nyregion/nosair-convicted-qaeda-conspirator-seeks-retrial-in-1995-case.html,880
When ‘Hero’ Rings Hollow,2011-06-13,World,http://atwar.blogs.nytimes.com/2011/06/13/when-hero-rings-hollow/,1024
Candidates Show G.O.P. Less United on Goals of War,2011-06-15,U.S.,http://www.nytimes.com/2011/06/15/us/politics/15republicans.html,1101
Pakistan Arrests C.I.A. Informants in Bin Laden Raid,2011-06-15,World,http://www.nytimes.com/2011/06/15/world/asia/15policy.html,1135
Newly Released Books,2011-06-16,Books,http://www.nytimes.com/2011/06/16/books/new-novels-by-david-ignatius-melissa-de-la-cruz-and-others.html,1021
Pakistan’s Chief of Army Fights to Keep His Job,2011-06-16,World,http://www.nytimes.com/2011/06/16/world/asia/16pakistan.html,1334
Indonesia Sentences a Radical Cleric to 15 Years,2011-06-17,World,http://www.nytimes.com/2011/06/17/world/asia/17indonesia.html,604
Qaeda Selection of Its Chief Is Said to Reflect Its Flaws,2011-06-17,World,http://www.nytimes.com/2011/06/17/world/asia/17qaeda.html,1134
Gates Stresses the Importance of Ties With Pakistan,2011-06-17,World,http://www.nytimes.com/2011/06/17/world/asia/17gates.html,659
The Early Word: Heckled Out,2011-06-17,,http://thecaucus.blogs.nytimes.com/2011/06/17/the-early-word-heckled-out/,386
Bin Laden Indictments Dismissed,2011-06-17,N.Y. / Region,http://cityroom.blogs.nytimes.com/2011/06/17/bin-laden-indictments-dismissed/,271
United States: Federal Court Drops Charges Against Bin Laden,2011-06-18,World,http://www.nytimes.com/2011/06/18/world/americas/18briefs-Unitedstates.html,111
Pakistani Army Denies Sharing U.S. Report With Bomb Makers,2011-06-18,World,http://www.nytimes.com/2011/06/18/world/asia/18pakistan.html,386
Qaeda Woes Fuel Talk of Speeding Afghan Pullback,2011-06-19,World,http://www.nytimes.com/2011/06/19/world/asia/19policy.html,1290
Activists Using Video to Bear Witness in Syria,2011-06-19,World,http://www.nytimes.com/2011/06/19/world/middleeast/19syria.html,1153
GONE OR HOLDING ON | JUNE 12-18,2011-06-19,Week in Review,http://query.nytimes.com/gst/fullpage.html?res=9C04E4D8103EF93AA25755C0A9679D8B63,511
Gates Acknowledges Talks with Taliban,2011-06-20,World,http://www.nytimes.com/2011/06/20/world/asia/20gates.html,950
Risks of Reversing the Afghanistan Surge,2011-06-20,World,http://www.nytimes.com/2011/06/20/world/asia/20assess.html,1070
Rand and Rubio,2011-06-20,Opinion,http://www.nytimes.com/2011/06/20/opinion/20douthat.html,768
Suspicions Rise as Pakistan Bomb Labs Empty Before Raids,2011-06-20,World,http://www.nytimes.com/2011/06/20/world/asia/20intel.html,740
"For Obama, the Politics of War Are Tricky",2011-06-21,,http://thecaucus.blogs.nytimes.com/2011/06/21/for-obama-the-politics-of-war-are-tricky/,1244
The End of AfPak,2011-06-21,Magazine,http://6thfloor.blogs.nytimes.com/2011/06/21/the-end-of-afpak/,1394
Pakistan Detains Officer on Suspicion of Militant Ties,2011-06-22,World,http://www.nytimes.com/2011/06/22/world/asia/22pakistan.html,1056
Poll Affirms Grim Views of U.S. in Pakistan,2011-06-22,World,http://www.nytimes.com/2011/06/22/world/asia/22pew.html,557
100-to-0 Vote Puts Panetta in Top Post,2011-06-22,U.S.,http://www.nytimes.com/2011/06/22/us/politics/22panetta.html,380
American Forces in Afghanistan and Iraq,2011-06-22,World,http://www.nytimes.com/interactive/2011/06/22/world/asia/american-forces-in-afghanistan-and-iraq.html,62
Obama Will Speed Pullout From War in Afghanistan,2011-06-23,World,http://www.nytimes.com/2011/06/23/world/asia/23prexy.html,1373
Text of President Obama’s Speech on Afghanistan,2011-06-23,World,http://www.nytimes.com/2011/06/23/world/asia/23obama-afghanistan-speech-text.html,2060
"Drawing Down, With a Vigilant Eye on Pakistan",2011-06-23,World,http://www.nytimes.com/2011/06/23/world/asia/23assess.html,1118
"As Politics of War Shift, Risks for Obama Ease",2011-06-23,U.S.,http://www.nytimes.com/2011/06/23/us/politics/23elect.html,1125
The Way Out?,2011-06-23,Opinion,http://www.nytimes.com/2011/06/23/opinion/23thu1.html,708
"As Politics of War Shift, Risks for Obama Ease",2011-06-23,Washington; World,http://query.nytimes.com/gst/fullpage.html?res=9401E0DA1731F930A15755C0A9679D8B63,1161
"Long Elusive, Mob Legend Ended Up a Recluse",2011-06-24,U.S.,http://www.nytimes.com/2011/06/24/us/24bulger.html,2106
Petraeus Says Afghan Pullout Is Beyond What He Advised,2011-06-24,World,http://www.nytimes.com/2011/06/24/world/asia/24petraeus.html,1151
No More Superpower?,2011-06-24,Opinion,http://www.nytimes.com/interactive/2011/06/24/opinion/global/20110624_SUPERPOWER.html,2565
And Then There Were Eight (on the F.B.I.&#8217;s List of the Most Wanted Fugitives),2011-06-24,U.S.,http://www.nytimes.com/2011/06/24/us/24topten.html,624
"A Son Lost to War, Still Making His Presence Felt",2011-06-24,N.Y. / Region,http://www.nytimes.com/2011/06/24/nyregion/a-son-lost-in-afghanistan-still-making-his-presence-felt.html,803
Seized Phone Offers Clues to Bin Laden’s Pakistani Links,2011-06-24,World,http://www.nytimes.com/2011/06/24/world/asia/24pakistan.html,1909
Reservist Charged in ’10 Building Shootings,2011-06-24,U.S.,http://www.nytimes.com/2011/06/24/us/24reservist.html,337
Obama&#8217;s Exit Plan for the Afghan War,2011-06-24,Opinion,http://www.nytimes.com/2011/06/24/opinion/l24afghan.html,534
"Long Elusive, Irish Mob Legend Ended Up a California Recluse",2011-06-24,Front Page; U.S.,http://query.nytimes.com/gst/fullpage.html?res=9901E5DF1431F937A15755C0A9679D8B63,2105
Hacked Memos of State Police in Arizona Are Released,2011-06-25,U.S.,http://www.nytimes.com/2011/06/25/us/25hack.html,669
Obama’s Growing Trust in Biden Is Reflected in His Call on Troops,2011-06-25,U.S.,http://www.nytimes.com/2011/06/25/us/politics/25biden.html,1121
Hacking Group Lulz Security Says It Is Ending Spree,2011-06-25,Technology,http://bits.blogs.nytimes.com/2011/06/25/hacking-group-says-it-is-ending-spree/,874
